"Time","GeoTypeDesc","GeoID","GeoRank","Geography","Number","Percent"
"2017","Citywide","1","0","New York City","13,000","5.0 (4.5, 5.6)"
"2017","Borough","1","1","Bronx","2,000","3.8 (2.9, 4.9)"
"2017","Borough","2","1","Brooklyn","3,000","4.4 (3.5, 5.4)"
"2017","Borough","3","1","Manhattan","3,000","5.0 (4.0, 6.2)"
"2017","Borough","4","1","Queens","4,000","6.1 (4.8, 7.6)"
"2017","Borough","5","1","Staten Island","1,000","6.2 (4.9, 7.9)"
